Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior,,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31048;Barillas;11;0;<5;<5;<5;<5;<5;<5;<5;<5;5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31049;Basaburua;30;<5;<5;12;<5;8;6;<5;<5;0;24;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31050;Baztan;199;13;38;56;6;33;53;6;37;5;142;9,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31051;Beire;13;0;<5;<5;0;6;<5;<5;<5;0;8;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31052;Belascoáin;<5;0;0;<5;0;<5;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31053;Berbinzana;38;<5;8;5;<5;12;8;5;<5;0;20;9,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31054;Bertizarana;22;0;<5;7;0;5;7;<5;<5;0;17;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31055;Betelu;7;0;0;<5;0;<5;<5;0;<5;0;6;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31056;Biurrun-Olcoz;10;0;0;<5;<5;<5;6;0;0;0;8;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31057;Buñuel;105;<5;15;24;<5;20;40;16;12;<5;64;9,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31058;Auritz/Burguete;<5;0;0;<5;0;<5;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31059;Burgui/Burgi;<5;0;<5;<5;0;0;<5;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31060;Burlada/Burlata;1180;41;183;248;57;301;350;17;115;67;891;90,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31061;Busto, El;<5;0;0;0;0;0;<5;0;0;0;<5;0,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31062;Cabanillas;52;<5;12;11;<5;10;15;<5;10;<5;32;5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31063;Cabredo;<5;0;0;0;0;0;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31064;Cadreita;73;<5;7;16;5;20;21;6;18;<5;35;11,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31065;Caparroso;150;6;39;16;7;44;38;35;22;<5;66;23,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31066;Cárcar;86;<5;7;23;<5;31;18;17;24;0;26;19,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31067;Carcastillo;151;7;16;33;11;43;41;17;21;<5;80;29,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31068;Cascante;247;7;20;52;<5;73;92;35;30;10;134;38,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31069;Cáseda;40;<5;5;5;<5;12;14;<5;<5;0;31;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31070;Castejón;294;20;35;67;11;87;74;44;66;14;122;48,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31071;Castillonuevo;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31072;Cintruénigo;483;19;57;108;20;145;134;71;79;20;209;104,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31073;Ziordia;6;0;0;0;<5;<5;<5;0;<5;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31074;Cirauqui/Zirauki;19;<5;<5;5;0;<5;8;<5;<5;<5;11;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31075;Ciriza/Ziritza;9;0;<5;<5;0;<5;<5;0;<5;<5;<5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31076;Cizur;75;7;5;20;<5;11;30;0;9;0;60;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31077;Corella;534;30;70;98;26;145;165;83;109;37;214;91,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31078;Cortes;170;<5;16;49;<5;45;53;23;47;5;70;25,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31079;Desojo;5;0;<5;0;<5;0;<5;<5;0;0;<5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31080;Dicastillo;28;0;6;7;<5;<5;9;<5;6;5;13;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31081;Donamaria;<5;0;0;<5;<5;<5;0;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31082;Etxalar;22;<5;<5;5;<5;8;5;<5;<5;0;17;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31083;Echarri;<5;0;0;0;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31084;Etxarri-Aranatz;72;<5;10;17;<5;20;22;0;9;<5;57;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31085;Etxauri;29;<5;8;10;<5;<5;6;<5;9;<5;16;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31086;Egüés;815;44;117;147;33;226;248;5;79;23;650;58,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31087;Elgorriaga;7;<5;0;<5;0;<5;0;<5;<5;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31088;Noáin (Valle de Elorz)/Noain (Elortzibar);400;24;46;85;14;99;132;<5;41;24;291;42,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31089;Enériz/Eneritz;13;0;<5;<5;<5;<5;8;0;<5;0;11;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31090;Eratsun;6;0;0;0;<5;<5;<5;<5;0;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31091;Ergoiena;9;0;<5;<5;0;0;5;0;<5;<5;6;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31092;Erro;19;<5;6;5;<5;<5;<5;<5;<5;<5;14;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31093;Ezcároz/Ezkaroze;6;<5;0;<5;0;<5;<5;0;0;0;6;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31094;Eslava;<5;0;<5;<5;0;0;<5;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31095;Esparza de Salazar/Espartza Zaraitzu;<5;0;0;0;0;<5;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31096;Espronceda;<5;0;<5;<5;<5;<5;0;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31097;Estella-Lizarra;784;44;115;144;47;209;225;36;104;35;524;85,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31098;Esteribar;95;7;14;23;<5;22;28;<5;16;<5;71;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31099;Etayo;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31100;Eulate;9;<5;<5;<5;0;<5;<5;0;<5;0;7;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31101;Ezcabarte;68;<5;6;12;<5;15;29;0;9;<5;54;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31102;Ezkurra;<5;0;0;0;0;<5;<5;0;0;0;<5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31103;Ezprogui;<5;0;<5;<5;0;0;0;0;<5;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31104;Falces;107;6;17;19;5;29;31;17;19;5;47;19,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31105;Fitero;134;6;15;28;8;40;37;33;16;5;47;33,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31106;Fontellas;40;<5;<5;10;0;9;16;<5;<5;<5;30;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31107;Funes;103;<5;20;19;<5;28;30;12;17;<5;64;9,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31108;Fustiñana;76;<5;5;16;<5;25;27;9;10;<5;46;10,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31109;Galar;76;<5;11;15;<5;19;24;0;12;<5;59;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31110;Gallipienzo/Galipentzu;<5;0;0;<5;0;0;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31111;Gallués/Galoze;<5;0;<5;0;0;0;<5;0;0;<5;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31112;Garaioa;<5;0;0;<5;0;0;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31113;Garde;<5;0;<5;<5;0;0;0;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31114;Garínoain;16;<5;<5;<5;<5;<5;6;0;<5;0;13;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31115;Garralda;<5;0;0;<5;0;<5;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31116;Genevilla;6;0;<5;<5;0;0;0;0;0;0;5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31117;Goizueta;14;0;0;5;0;6;<5;0;<5;0;10;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31118;Goñi;<5;0;0;0;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31119;Güesa/Gorza;<5;0;<5;<5;0;0;0;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31120;Guesálaz/Gesalatz;9;0;<5;<5;<5;0;<5;0;<5;0;7;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31121;Guirguillano;<5;0;0;0;0;<5;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31122;Huarte/Uharte;325;13;47;58;19;85;103;<5;41;7;259;15,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31123;Uharte-Arakil;30;0;5;9;<5;8;7;<5;6;0;19;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31124;Ibargoiti;<5;0;0;0;0;<5;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31125;Igúzquiza;12;0;<5;<5;<5;<5;<5;0;0;<5;11;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31126;Imotz;19;<5;<5;5;<5;<5;5;0;<5;0;17;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31127;Irañeta;<5;0;0;0;0;<5;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31128;Isaba/Izaba;8;0;<5;<5;0;0;5;0;<5;0;7;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31129;Ituren;12;0;0;0;<5;6;<5;<5;0;0;11;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31130;Iturmendi;23;<5;<5;6;<5;5;6;<5;<5;<5;15;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31131;Iza/Itza;36;<5;<5;10;0;7;14;0;<5;<5;30;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31132;Izagaondoa;5;0;0;<5;0;0;<5;0;0;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31133;Izalzu/Itzaltzu;<5;<5;0;0;0;0;0;0;0;<5;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31134;Jaurrieta;<5;0;<5;0;0;0;<5;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31135;Javier;<5;0;0;<5;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31136;Juslapeña;22;0;5;<5;0;<5;9;<5;<5;0;18;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31137;Beintza-Labaien;<5;0;0;<5;0;0;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31138;Lakuntza;38;0;<5;7;<5;10;14;<5;6;<5;26;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31139;Lana;5;<5;<5;<5;0;0;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31140;Lantz;<5;0;0;0;0;<5;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31141;Lapoblación;<5;0;<5;<5;0;<5;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31142;Larraga;84;5;9;9;8;31;22;8;9;<5;43;21,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31143;Larraona;6;0;<5;<5;0;<5;<5;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31144;Larraun;18;0;<5;9;<5;<5;<5;<5;<5;<5;11;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31145;Lazagurría;6;0;0;<5;0;<5;<5;<5;0;0;<5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31146;Leache;<5;0;<5;0;0;<5;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31147;Legarda;<5;0;<5;0;0;<5;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31148;Legaria;5;0;<5;<5;0;<5;<5;<5;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31149;Leitza;78;<5;12;17;<5;24;20;<5;11;7;56;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31150;Leoz/Leotz;<5;0;<5;<5;0;0;0;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31151;Lerga;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31152;Lerín;80;5;8;14;<5;29;20;20;16;<5;34;9,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31153;Lesaka;59;<5;8;15;<5;12;20;<5;14;<5;40;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31154;Lezáun;<5;0;<5;0;0;<5;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31155;Liédena;22;<5;<5;<5;<5;<5;11;0;<5;<5;18;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31156;Lizoáin-Arriasgoiti;<5;0;<5;<5;0;0;0;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31157;Lodosa;288;14;38;53;23;92;68;36;75;8;125;44,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31158;Lónguida/Longida;12;<5;<5;<5;<5;<5;<5;0;0;<5;11;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31159;Lumbier;47;<5;6;17;<5;12;9;0;6;<5;37;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31160;Luquin;<5;0;0;<5;0;0;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31161;Mañeru;18;<5;<5;<5;0;<5;8;0;<5;0;12;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31162;Marañón;<5;0;0;<5;0;<5;0;<5;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31163;Marcilla;120;8;9;22;<5;30;47;11;38;<5;58;10,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31164;Mélida;29;<5;5;6;<5;6;7;<5;<5;<5;15;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31165;Mendavia;172;12;23;35;13;47;42;32;33;<5;88;16,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31166;Mendaza;11;<5;<5;5;0;<5;<5;<5;<5;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31167;Mendigorría;36;<5;5;5;<5;14;10;0;<5;<5;27;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31168;Metauten;9;0;0;<5;0;<5;<5;0;<5;<5;7;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31169;Milagro;178;8;25;29;9;59;48;22;25;<5;98;31,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31170;Mirafuentes;<5;0;0;0;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31171;Miranda de Arga;36;<5;<5;6;0;8;15;<5;<5;<5;22;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31172;Monreal/Elo;16;<5;<5;<5;<5;6;<5;<5;<5;0;12;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31173;Monteagudo;45;<5;<5;14;<5;9;13;<5;5;5;26;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31174;Morentin;5;0;<5;0;0;<5;<5;0;0;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31175;Mues;<5;0;0;<5;0;0;<5;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31176;Murchante;282;7;35;50;11;93;86;46;31;10;145;50,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31177;Murieta;21;<5;<5;<5;<5;9;<5;<5;<5;0;16;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31178;Murillo el Cuende;41;0;6;8;<5;10;14;5;8;<5;20;5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31179;Murillo el Fruto;48;<5;11;6;5;11;13;7;7;0;28;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31180;Muruzábal;18;<5;<5;5;<5;<5;7;0;<5;0;16;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31181;Navascués/Nabaskoze;<5;0;0;<5;0;0;0;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31182;Nazar;<5;<5;0;<5;0;0;0;0;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31183;Obanos;36;<5;5;9;<5;9;11;0;<5;<5;27;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31184;Oco;<5;0;<5;<5;0;0;<5;<5;<5;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31185;Ochagavía/Otsagabia;8;0;0;<5;0;<5;<5;0;<5;0;7;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31186;Odieta;9;0;<5;<5;0;<5;<5;0;<5;0;6;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31187;Oitz;<5;0;0;0;0;<5;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31188;Olaibar;11;<5;<5;<5;<5;0;<5;<5;0;0;10;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31189;Olazti/Olazagutía;71;<5;7;22;5;15;19;<5;14;<5;42;11,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31190;Olejua;<5;0;<5;<5;0;0;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31191;Olite/Erriberri;168;9;14;25;5;51;64;<5;20;<5;130;11,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31192;Olóriz/Oloritz;<5;0;0;0;0;<5;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31193;Cendea de Olza/Oltza Zendea;63;<5;13;12;<5;17;16;0;12;<5;48;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31194;Ollo;13;<5;<5;<5;0;<5;<5;0;<5;0;9;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31195;Orbaizeta;<5;0;<5;0;0;0;<5;0;0;<5;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31196;Orbara;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31197;Orísoain;<5;<5;0;0;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31198;Oronz/Orontze;<5;0;<5;0;0;0;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31199;Oroz-Betelu/Orotz-Betelu;<5;0;0;0;0;<5;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31200;Oteiza;45;<5;6;9;<5;10;15;<5;5;0;32;6,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31201;Pamplona/Iruña;10780;479;1656;2330;443;2671;3201;209;985;575;8042;969,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31202;Peralta/Azkoien;244;13;36;36;10;65;84;19;56;5;148;16,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31203;Petilla de Aragón;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31204;Piedramillera;<5;0;<5;<5;0;0;0;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31205;Pitillas;32;<5;6;10;<5;9;5;<5;6;<5;18;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31206;Puente la Reina/Gares;157;5;30;32;6;42;42;7;22;9;103;16,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31207;Pueyo;14;0;<5;<5;<5;<5;<5;0;<5;0;11;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31208;Ribaforada;187;12;36;36;5;33;65;38;33;5;91;20,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31209;Romanzado;9;<5;<5;<5;0;<5;<5;<5;<5;0;7;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31210;Roncal/Erronkari;<5;0;<5;<5;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31211;Orreaga/Roncesvalles;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31212;Sada;<5;0;<5;0;0;0;<5;<5;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31213;Saldías;<5;0;0;<5;0;<5;0;0;0;<5;<5;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31214;Salinas de Oro/Jaitz;6;0;0;0;0;<5;5;0;<5;0;5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31215;San Adrián;356;13;39;72;24;116;92;41;90;5;171;49,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31216;Sangüesa/Zangoza;203;7;29;46;8;40;73;16;21;9;148;9,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31217;San Martín de Unx;17;0;<5;5;0;<5;8;<5;0;0;14;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31219;Sansol;6;0;<5;<5;0;0;<5;0;0;0;6;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31220;Santacara;47;<5;7;12;<5;8;16;<5;11;<5;30;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31221;Doneztebe/Santesteban;67;<5;6;14;<5;27;16;<5;11;<5;48;5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31222;Sarriés/Sartze;0;0;0;0;0;0;0;0;0;0;0;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31223;Sartaguda;87;6;12;18;10;23;18;19;17;<5;33;14,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31224;Sesma;103;7;15;22;8;35;16;20;19;<5;38;25,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31225;Sorlada;<5;0;0;<5;0;0;<5;0;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31226;Sunbilla;10;0;<5;<5;0;<5;<5;<5;0;<5;8;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31227;Tafalla;438;27;60;91;15;97;148;16;85;13;295;29,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31228;Tiebas-Muruarte de Reta;14;0;<5;<5;<5;<5;<5;<5;<5;0;11;<5,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31229;Tirapu;<5;0;<5;<5;0;0;<5;<5;0;0;<5;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31230;Torralba del Río;7;0;<5;<5;0;0;<5;0;0;0;7;0,,
202301;Enero de 2023;15;Navarra, Comunidad Foral de;31;Navarra;31231;Torres del Río;9;0;<5;<5;0;<5;<5;0;0;0;7;<5,,
